epoch,iso_ts,status,started_at,oom_killed,restart_count,mem_used_mib,mem_limit_mib,mem_pct
1787937870,2026-08-28T17:24:30Z,exited,2026-08-27T17:55:08.079334341Z,false,0,0.0,0.0,0.00%
1787937876,2026-08-28T17:24:36Z,running,2026-08-28T17:24:32.169154885Z,false,0,407.8,2048.0,19.91%
1787937882,2026-08-28T17:24:42Z,running,2026-08-28T17:24:32.169154885Z,false,0,560.1,2048.0,27.35%
1787937888,2026-08-28T17:24:48Z,running,2026-08-28T17:24:32.169154885Z,false,0,559.3,2048.0,27.31%
1787937894,2026-08-28T17:24:54Z,running,2026-08-28T17:24:32.169154885Z,false,0,559.4,2048.0,27.31%
1787937900,2026-08-28T17:25:00Z,running,2026-08-28T17:24:32.169154885Z,false,0,559.4,2048.0,27.31%
1787937907,2026-08-28T17:25:07Z,running,2026-08-28T17:24:32.169154885Z,false,0,246.4,2048.0,12.03%
1787937913,2026-08-28T17:25:13Z,running,2026-08-28T17:24:32.169154885Z,false,0,205.2,2048.0,10.02%
1787937919,2026-08-28T17:25:19Z,running,2026-08-28T17:24:32.169154885Z,false,0,202.0,2048.0,9.86%
1787937925,2026-08-28T17:25:25Z,running,2026-08-28T17:24:32.169154885Z,false,0,201.8,2048.0,9.85%
1787937931,2026-08-28T17:25:31Z,running,2026-08-28T17:24:32.169154885Z,false,0,188.4,2048.0,9.20%
1787937937,2026-08-28T17:25:37Z,running,2026-08-28T17:24:32.169154885Z,false,0,188.9,2048.0,9.22%
1787937943,2026-08-28T17:25:43Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.8,2048.0,8.93%
1787937950,2026-08-28T17:25:50Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.8,2048.0,8.93%
1787937956,2026-08-28T17:25:56Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.8,2048.0,8.93%
1787937962,2026-08-28T17:26:02Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.7,2048.0,8.92%
1787937968,2026-08-28T17:26:08Z,running,2026-08-28T17:24:32.169154885Z,false,0,183.2,2048.0,8.95%
1787937974,2026-08-28T17:26:14Z,running,2026-08-28T17:24:32.169154885Z,false,0,183.0,2048.0,8.94%
1787937980,2026-08-28T17:26:20Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.8,2048.0,8.92%
1787937987,2026-08-28T17:26:27Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.9,2048.0,8.93%
1787937993,2026-08-28T17:26:33Z,running,2026-08-28T17:24:32.169154885Z,false,0,182.9,2048.0,8.93%
1787937999,2026-08-28T17:26:39Z,running,2026-08-28T17:24:32.169154885Z,false,0,183.2,2048.0,8.95%
1787938005,2026-08-28T17:26:45Z,running,2026-08-28T17:24:32.169154885Z,false,0,183.0,2048.0,8.93%
1787938011,2026-08-28T17:26:51Z,running,2026-08-28T17:24:32.169154885Z,false,0,186.2,2048.0,9.09%
1787938017,2026-08-28T17:26:57Z,running,2026-08-28T17:24:32.169154885Z,false,0,184.6,2048.0,9.02%
1787938023,2026-08-28T17:27:03Z,running,2026-08-28T17:24:32.169154885Z,false,0,188.3,2048.0,9.19%
