epoch,iso_ts,status,started_at,oom_killed,restart_count,mem_used_mib,mem_limit_mib,mem_pct
1788710298,2026-09-06T15:58:18Z,exited,2026-08-28T17:24:32.169154885Z,false,0,0.0,0.0,0.00%
1788710303,2026-09-06T15:58:23Z,running,2026-09-06T15:58:19.843551445Z,false,0,384.0,2048.0,18.75%
1788710310,2026-09-06T15:58:30Z,running,2026-09-06T15:58:19.843551445Z,false,0,444.0,2048.0,21.68%
1788710316,2026-09-06T15:58:36Z,running,2026-09-06T15:58:19.843551445Z,false,0,444.3,2048.0,21.69%
1788710322,2026-09-06T15:58:42Z,running,2026-09-06T15:58:19.843551445Z,false,0,444.0,2048.0,21.68%
1788710328,2026-09-06T15:58:48Z,running,2026-09-06T15:58:19.843551445Z,false,0,444.0,2048.0,21.68%
1788710334,2026-09-06T15:58:54Z,running,2026-09-06T15:58:19.843551445Z,false,0,175.1,2048.0,8.55%
1788710340,2026-09-06T15:59:00Z,running,2026-09-06T15:58:19.843551445Z,false,0,211.7,2048.0,10.34%
1788710347,2026-09-06T15:59:07Z,running,2026-09-06T15:58:19.843551445Z,false,0,211.7,2048.0,10.34%
1788710353,2026-09-06T15:59:13Z,running,2026-09-06T15:58:19.843551445Z,false,0,211.4,2048.0,10.32%
1788710359,2026-09-06T15:59:19Z,running,2026-09-06T15:58:19.843551445Z,false,0,211.6,2048.0,10.33%
1788710365,2026-09-06T15:59:25Z,running,2026-09-06T15:58:19.843551445Z,false,0,212.5,2048.0,10.38%
1788710371,2026-09-06T15:59:31Z,running,2026-09-06T15:58:19.843551445Z,false,0,211.6,2048.0,10.33%
1788710377,2026-09-06T15:59:37Z,running,2026-09-06T15:58:19.843551445Z,false,0,193.5,2048.0,9.45%
1788710383,2026-09-06T15:59:43Z,running,2026-09-06T15:58:19.843551445Z,false,0,193.7,2048.0,9.46%
1788710390,2026-09-06T15:59:50Z,running,2026-09-06T15:58:19.843551445Z,false,0,194.0,2048.0,9.47%
1788710396,2026-09-06T15:59:56Z,running,2026-09-06T15:58:19.843551445Z,false,0,187.0,2048.0,9.13%
1788710402,2026-09-06T16:00:02Z,running,2026-09-06T15:58:19.843551445Z,false,0,182.9,2048.0,8.93%
1788710408,2026-09-06T16:00:08Z,running,2026-09-06T15:58:19.843551445Z,false,0,183.2,2048.0,8.95%
1788710414,2026-09-06T16:00:14Z,running,2026-09-06T15:58:19.843551445Z,false,0,182.7,2048.0,8.92%
1788710420,2026-09-06T16:00:20Z,running,2026-09-06T15:58:19.843551445Z,false,0,183.0,2048.0,8.94%
1788710426,2026-09-06T16:00:26Z,running,2026-09-06T15:58:19.843551445Z,false,0,183.0,2048.0,8.94%
1788710433,2026-09-06T16:00:33Z,running,2026-09-06T15:58:19.843551445Z,false,0,183.9,2048.0,8.98%
1788710439,2026-09-06T16:00:39Z,running,2026-09-06T15:58:19.843551445Z,false,0,184.9,2048.0,9.03%
1788710445,2026-09-06T16:00:45Z,running,2026-09-06T15:58:19.843551445Z,false,0,184.2,2048.0,8.99%
1788710451,2026-09-06T16:00:51Z,running,2026-09-06T15:58:19.843551445Z,false,0,188.9,2048.0,9.23%
