epoch,iso_ts,status,started_at,oom_killed,restart_count,mem_used_mib,mem_limit_mib,mem_pct
1787847261,2026-08-27T16:14:21Z,exited,2026-08-26T22:37:25.601864382Z,false,0,0.0,0.0,0.00%
1787847267,2026-08-27T16:14:27Z,running,2026-08-27T16:14:23.175547709Z,false,0,391.3,2048.0,19.11%
1787847273,2026-08-27T16:14:33Z,running,2026-08-27T16:14:23.175547709Z,false,0,406.9,2048.0,19.87%
1787847279,2026-08-27T16:14:39Z,running,2026-08-27T16:14:23.175547709Z,false,0,406.9,2048.0,19.87%
1787847285,2026-08-27T16:14:45Z,running,2026-08-27T16:14:23.175547709Z,false,0,406.9,2048.0,19.87%
1787847291,2026-08-27T16:14:51Z,running,2026-08-27T16:14:23.175547709Z,false,0,407.6,2048.0,19.90%
1787847298,2026-08-27T16:14:58Z,running,2026-08-27T16:14:23.175547709Z,false,0,320.0,2048.0,15.63%
1787847304,2026-08-27T16:15:04Z,running,2026-08-27T16:14:23.175547709Z,false,0,213.9,2048.0,10.45%
1787847310,2026-08-27T16:15:10Z,running,2026-08-27T16:14:23.175547709Z,false,0,214.1,2048.0,10.45%
1787847316,2026-08-27T16:15:16Z,running,2026-08-27T16:14:23.175547709Z,false,0,213.8,2048.0,10.44%
1787847322,2026-08-27T16:15:22Z,running,2026-08-27T16:14:23.175547709Z,false,0,216.3,2048.0,10.56%
1787847328,2026-08-27T16:15:28Z,running,2026-08-27T16:14:23.175547709Z,false,0,217.3,2048.0,10.61%
1787847335,2026-08-27T16:15:35Z,running,2026-08-27T16:14:23.175547709Z,false,0,195.0,2048.0,9.52%
1787847341,2026-08-27T16:15:41Z,running,2026-08-27T16:14:23.175547709Z,false,0,195.0,2048.0,9.52%
1787847347,2026-08-27T16:15:47Z,running,2026-08-27T16:14:23.175547709Z,false,0,188.0,2048.0,9.18%
1787847353,2026-08-27T16:15:53Z,running,2026-08-27T16:14:23.175547709Z,false,0,188.0,2048.0,9.18%
1787847359,2026-08-27T16:15:59Z,running,2026-08-27T16:14:23.175547709Z,false,0,188.5,2048.0,9.21%
1787847365,2026-08-27T16:16:05Z,running,2026-08-27T16:14:23.175547709Z,false,0,186.5,2048.0,9.11%
1787847371,2026-08-27T16:16:11Z,running,2026-08-27T16:14:23.175547709Z,false,0,187.5,2048.0,9.15%
1787847378,2026-08-27T16:16:18Z,running,2026-08-27T16:14:23.175547709Z,false,0,186.5,2048.0,9.11%
1787847384,2026-08-27T16:16:24Z,running,2026-08-27T16:14:23.175547709Z,false,0,186.5,2048.0,9.11%
1787847390,2026-08-27T16:16:30Z,running,2026-08-27T16:14:23.175547709Z,false,0,186.8,2048.0,9.12%
1787847396,2026-08-27T16:16:36Z,running,2026-08-27T16:14:23.175547709Z,false,0,192.3,2048.0,9.39%
1787847402,2026-08-27T16:16:42Z,running,2026-08-27T16:14:23.175547709Z,false,0,192.5,2048.0,9.40%
1787847408,2026-08-27T16:16:48Z,running,2026-08-27T16:14:23.175547709Z,false,0,192.1,2048.0,9.38%
1787847414,2026-08-27T16:16:54Z,running,2026-08-27T16:14:23.175547709Z,false,0,192.4,2048.0,9.40%
